"ID","Description","IATA_CODE","FIVE_CODE"
3727,"Mikkeli, Finland: Mikkeli Airport","MIK",13310
3728,"Mikonos Island, Greece: Mikonos","JMK",12516
3729,"Milan, Italy: Malpensa","MXP",13560
3730,"Milan, Italy: Milan Metropolitan Area","MIL",13311
3731,"Milan, Italy: Milano Linate","LIN",12987
3732,"Milan, Italy: Segrate","SWK",15072
3733,"Mildenhall, United Kingdom: Mildenhall Airport","MHZ",13299
3734,"Mildenhall, United Kingdom: Mildenhall NAF","GXH",12046
3735,"Mildura, Australia: Mildura Airport","MQL",13454
3736,"Miles City, MT: Frank Wiley Field","MLS",13375
3737,"Milford Sound, New Zealand: Milford Sound Airport","MFN",13262
3738,"Milford, UT: Milford Municipal/Ben and Judy Briscoe Field","MLF",13364
3739,"Mili, Marshall Islands: Mili Airport","MIJ",13309
3740,"Millbrook, NY: Sky Acres","NY5",16442
3741,"Millersburg, OH: Holmes County","O1H",16722
3742,"Millington, TN: Millington Regional Jetport","NQA",13732
3743,"Millinocket, ME: Millinocket Municipal","MLT",13376
3744,"Millville, NJ: Millville Municipal","MIV",13321
3745,"Milos, Greece: Milos Airport","MLO",13372
3746,"Milton, FL: Whiting Field NAS North","NSE",13747
3747,"Milwaukee, WI: General Mitchell International","MKE",13342
3748,"Milwaukee, WI: Lawrence J Timmerman","MWC",13544
3749,"Minami Daito, Japan: Minami Daito Airport","MMD",13386
3750,"Minatitlan, Mexico: Minatitlan Airport","MTT",13510
3751,"Minchumina, AK: Minchumina Airport","MHM",13292
3752,"Minden, NV: Minden-Tahoe","MEV",13251
3753,"Mineola, TX: Mineola Wisener Field","VZH",15683
3754,"Mineral Wells, TX: Mineral Wells Airport","MWL",13547
3755,"Mineralnyye Vody, Russia: Mineralnyye Vody Airport","MRV",13474
3756,"Miners Bay, Canada: Miners Bay Airport","YAV",15997
3757,"Mingan, Canada: Mingan Airport","YLP",16111
3758,"Minj, Papua New Guinea: Minj Airport","MZN",13591
3759,"Mink Island, Canada: Mink Island Water Aerodrome","BC9",16609
3760,"Minna, Nigeria: Minna Airport","MXJ",13558
3761,"Minneapolis, MN: Crystal","MIC",13305
3762,"Minneapolis, MN: Flying Cloud","FCM",11650
3763,"Minneapolis, MN: Minneapolis-St Paul International","MSP",13487
3764,"Minneapolis, MN: Minneapolis Heliport","JDT",12469
3765,"Minneapolis/St. Paul, MN: St. Paul Downtown Holman Field","STP",15020
3766,"Minnipa, Australia: Minnipa Airport","MIN",13313
3767,"Minocqua/Woodruff, WI: Lakeland/Noble F. Lee Memorial Field","ARV",10363
3768,"Minot, ND: Minot AFB","MIB",13304
3769,"Minot, ND: Minot International","MOT",13433
3770,"Minsk, Belarus: Minsk 2","MSQ",13488
3771,"Minstrel Island, Canada: Minstrel Island Water Aerodrome","B3C",16652
3772,"Minto, AK: Minto Al Wright","MNT",13415
3773,"Miraflores, Colombia: Miraflores Airport","MFS",13265
3774,"Miramichi, Canada: Miramichi Airport","YCH",16019
3775,"Miri, Malaysia: Miri Airport","MYY",13582
3776,"Miriti, Colombia: Miriti Pirana","MIX",13323
3777,"Mirny, Russia: Mirny Airport","MJZ",13339
3778,"Misawa, Japan: Misawa AB","MSJ",13483
3779,"Misima Island, Papua New Guinea: Misima","MIS",13318
3780,"Mission/McAllen/Edinburg, TX: McAllen Miller International","MFE",13256
3781,"Missoula, MT: Missoula International","MSO",13486
3782,"Misurata, Libya: Misurata International","MRA",13462
3783,"Mitchell, SD: Mitchell Municipal","MHE",13287
3784,"Mitiga, Libya: Mitiga International","MJI",13331
3785,"Mitrofania, AK: Mitrofania Airport","VZB",15677
3786,"Mitspeh Ramon, Israel: Har Arikha","MIP",13315
3787,"Miyake Jima, Japan: Miyake Jima Airport","MYE",13569
3788,"Miyakojima, Japan: Miyako","MMY",13400
3789,"Miyanmin, Papua New Guinea: Miyanmin Airport","MPX",13451
3790,"Miyazaki, Japan: Miyazaki Airport","KMI",12734
3791,"Mo I Rana, Norway: Rossvoll","MQN",13455
3792,"Moa, Cuba: Orestes Acosta","MOA",13421
3793,"Moab, UT: Canyonlands Field","CNY",11092
3794,"Moanda, Congo (Kinshasa): Muanda","MNB",13404
3795,"Moanda, Gabon: Moanda Airport","MFF",13257
3796,"Moberley, MO: Omar N Bradley","MBY",13188
3797,"Mobile, AL: Mobile Downtown","BFM",10562
3798,"Mobile, AL: Mobile Regional","MOB",13422
3799,"Mocimboa Da Praia, Mozambique: Mocimboa Da Praia Airport","MZB",13584
3800,"Modesto, CA: Modesto City-County-Harry Sham Field","MOD",13424
3801,"Moenjodaro, Pakistan: Moenjodaro Airport","MJD",13328
3802,"Moffet Bay, AK: Moffet Bay Airport","VZG",15682
3803,"Mogadishu, Somalia: Mogadishu International","MGQ",13279
3804,"Mojave, CA: Mojave Air and Space Port","MHV",13297
3805,"Mokpo, South Korea: Mokpo Airport","MPK",13442
3806,"Mokuleia, HI: Dillingham","HDH",12092
3807,"Molde, Norway: Aro","MOL",13426
3808,"Moline, IL: Quad City International","MLI",13367
3809,"Molly Creek, AK: Molly Creek Airport","A38",10051
3810,"Mombasa, Kenya: Mombasa Moi International","MBA",13177
3811,"Mompos, Colombia: Mompos Airport","MMP",13395
3812,"Monastir, Tunisia: Habib Bourguiba International","MIR",13317
3813,"Monbetsu, Japan: Monbetsu Airport","MBE",16590
3814,"Moncks Corner, SC: Berkeley County","SC4",16577
3815,"Monclova, Mexico: Venustiano Carranza International","LOV",13045
3816,"Moncton, Canada: Greater Moncton International","YQM",16171
3817,"Moneta, VA: Smith Mountain Lake","VA6",16697
3818,"Mong Hsat, Burma: Mong Hsat Airport","MOG",13425
3819,"Mongu, Zambia: Mongu Airport","MNR",13413
3820,"Monroe, LA: Monroe Regional","MLU",13377
3821,"Monroe, NC: Charlotte Monroe Executive","N2C",16719
3822,"Monroeville, AL: Monroe County","MVC",16527
3823,"Monrovia, Liberia: Monrovia Roberts International","ROB",14575
3824,"Monrovia, Liberia: Monrovia Spriggs Payne","MLW",13379
3825,"Mont de Marsan, France: Mont de Marsan Airport","XMJ",16622
3826,"Mont Joli, Canada: Mont Joli Airport","YYY",16270
3827,"Mont Laurier, Canada: Mont Laurier Airport","QC1",14368
3828,"Montague Island, AK: Montague Island Airport","A89",10102
3829,"Montague, CA: Siskiyou County","SIY",14830
3830,"Montague, MA: Turners Falls","MA2",16479
3831,"Montauk Point, NY: Sky Portal","MTP",13507
3832,"Monte Alegre, Brazil: Monte Alegre Airport","MTE",13500
3833,"Monte Carlo, Monaco: Monaco Heloport","MCM",13202
3834,"Monte Caseros, Argentina: Monte Caseros Airport","MCS",13207
3835,"Montego Bay, Jamaica: Sangster International","MBJ",13180
3836,"Monterey, CA: Monterey Regional","MRY",13476
3837,"Monteria, Colombia: Los Garzones","MTR",13508
3838,"Monterrey, Colombia: Monterrey Airport","MOY",13437
3839,"Monterrey, Mexico: Del Norte International","NTR",13762
3840,"Monterrey, Mexico: General Mariano Escobedo International","MTY",13514
3841,"Montes Claros, Brazil: Mario Ribeiro","MOC",13423
3842,"Montevideo, Uruguay: Carrasco International","MVD",13532
3843,"Montgomery, AL: Maxwell AFB","MXF",13555
3844,"Montgomery, AL: Montgomery Regional","MGM",13277
3845,"Montgomery, NY: Orange County","MGJ",13275
3846,"Monticello, NY: Sullivan County International","MSV",13493
3847,"Monticello, UT: Monticello Airport","MXC",13553
3848,"Montijo, Portugal: Montijo Airport","DQB",11382
3849,"Montlucon, France: Gueret/Lepaud","MCU",13209
3850,"Montpelier, ID: Montpelier Airport","ID2",13440
3851,"Montpelier/Barre, VT: Edward F Knapp State","MPV",13450
3852,"Montpellier, France: Montpellier Mediterranee","MPL",13443
3853,"Montreal, Canada: Montreal International (Mirabel)","YMX",16128
3854,"Montreal, Canada: Montreal Metropolitan Area","YMQ",16124
3855,"Montreal, Canada: Pierre Elliott Trudeau International","YUL",16217
3856,"Montreal, Canada: St. Hubert","YHU",16083
3857,"Montrose, PA: Husky Haven","PA1",14000
3858,"Montrose/Delta, CO: Montrose Regional","MTJ",13502
3859,"Montserrat, Montserrat: John A. Osborne","MNI",13406
3860,"Monument Valley, UT: Monument Valley Airport","UXR",15532
3861,"Moorea Island, French Polynesia: Temae","MOZ",13438
3862,"Moose Lake, MN: Moose Lake Carlton County","MN2",13402
3863,"Mooseville Airstrip, AK: Mooseville Airstrip Airport","A49",10062
3864,"Moosonee, Canada: Moosonee Airport","YMO",16122
3865,"Mopti, Mali: Ambodedjo","MZI",13586
3866,"Mora, Sweden: Mora Airport","MXX",13563
3867,"Morafenobe, Madagascar: Morafenobe Airport","TVA",15379
3868,"Moranbah, Australia: Moranbah Airport","MOV",16718
3869,"Moree, Australia: Moree Airport","MRZ",13477
3870,"Morehead City, NC: Beaufort Morehead City","MRH",13466
3871,"Morelia, Mexico: General Francisco J. Mujica International","MLM",13370
3872,"Morganton, NC: Morganton Lenoir","MRN",13470
3873,"Morgantown, WV: Morgantown Municipal-Walter L. Bill Hart Field","MGW",13282
3874,"Mornington Island, Australia: Mornington Island Airport","ONG",13883
3875,"Moro, Papua New Guinea: Moro Airport","MXH",13557
3876,"Moron, Spain: Moron AB","OZP",13998
3877,"Morondava, Madagascar: Morondava Airport","MOQ",13430
3878,"Moroni, Comoros: Iconi","YVA",16222
3879,"Moroni, Comoros: Prince Said Ibrahim","HAH",12063
3880,"Morrilton, AR: Petit Jean Park","MPJ",13441
3881,"Morristown, NJ: Morristown Municipal","MMU",13398
3882,"Morristown, TN: Moore-Murrell","MOR",13431
3883,"Morrisville, VT: Morrisville Stowe State","MVL",13535
3884,"Moruya, Australia: Moruya Airport","MYA",13565
3885,"Mosby, MO: Midwest National Air Center","MO1",13419
3886,"Moscow, Russia: Domodedovo","DME",11345
3887,"Moscow, Russia: Moscow Metropolitan Area","MOW",13435
3888,"Moscow, Russia: Ostafyevo","RU4",16516
3889,"Moscow, Russia: Sheremetyevo","SVO",15058
3890,"Moscow, Russia: Vnukovo","VKO",15604
3891,"Moser Bay, AK: Moser Bay Airport","KMY",12743
3892,"Moses Lake, WA: Grant County International","MWH",13546
3893,"Moses Lake, WA: Larson AFB","LRN",13069
3894,"Moses Point, AK: Moses Point Airport","MOS",13432
3895,"Mosinee, WI: Central Wisconsin","CWA",11203
3896,"Mosjoen, Norway: Kjaerstad","MJF",13329
3897,"Moss Town, The Bahamas: Exuma International","GGT",11907
3898,"Moss, Norway: Rygge","RYG",14661
3899,"Mossoro, Brazil: Dixsept Rosado","MVF",13533
3900,"Mostar, Bosnia and Herzegovina: Mostar Airport","OMO",13878
3901,"Mosul, Iraq: Mosul International","OSM",13953
3902,"Mota Lava, Vanuatu: Mota Lava Airport","MTV",13511
3903,"Moudjeria, Mauritania: Moudjeria Ledfotar","MOM",13427
3904,"Mouila, Gabon: Mouila Airport","MJL",13332
3905,"Moultrie, GA: Spence","MUL",13523
3906,"Moultrie/Thomasville, GA: Moultrie/Thomasville Airport","MGR",13280
3907,"Moundou, Chad: Moundou Airport","MQQ",13457
3908,"Mount Cook, New Zealand: Glentanner","GTN",12005
3909,"Mount Cook, New Zealand: Mount Cook Airport","MON",13428
3910,"Mount Gambier, Australia: Mount Gambier Airport","MGB",13270
3911,"Mount Hagen, Papua New Guinea: Mount Hagen Airport","HGU",12121
3912,"Mount Holly, NJ: South Jersey Regional","LLY",13015
3913,"Mount House, Australia: Mount House Airport","MHO",13293
3914,"Mount Isa, Australia: Mount Isa Airport","ISA",12380
3915,"Mount Pleasant, Falkland Islands (Islas Malvinas): Mount Pleasant Airport","MPN",13445
3916,"Mount Pleasant, MI: Mount Pleasant Municipal","MOP",13429
3917,"Mount Pleasant, TX: Mount Pleasant Municipal","MPS",13448
3918,"Mount Sterling, KY: Mount Sterling - Montgomery County","KY3",12861
3919,"Mount Vernon, IL: Mount Vernon Airport","MVN",13537
3920,"Mount Vernon, OH: Knox County","O2H",16729
3921,"Mountain Home, AR: Baxter County","WMH",15792
3922,"Mountain Home, ID: Mountain Home AFB","MUO",13525
3923,"Mountain View, CA: Moffett Federal Airfield","NUQ",13771
3924,"Mountain Village, AK: Mountain Village Airport","MOU",13434
3925,"Mountaintop Mine, AK: Mountaintop Mine Airport","A13",10026
3926,"Mt. Clemens, MI: Selfridge Angb","MTC",13498
3927,"Mt. Pocono, PA: Pocono Mountains Municipal","MPO",13446
3928,"Mt. Sandford, Australia: Mount Sanford Station","MTD",13499
3929,"Mthatha, South Africa: Mthatha Airport","UTT",15506
3930,"Mtwara, Tanzania: Mtwara Airport","MYW",13581
3931,"Muan, South Korea: Muan International","MWX",16462
3932,"Mudanjiang, China: Hailang","MDG",13220
3933,"Mueo, New Caledonia: Mueo Nickel","PDC",14047
3934,"Mukah, Malaysia: Mukah Airport","MKM",13349
3935,"Mulege, Mexico: Mulege Airport","MUG",13521
3936,"Mulhouse, France: EuroAirport","MLH",13366
3937,"Mulhouse, France: EuroAirport","MLH",10762
3938,"Mulhouse, France: EuroAirport","BSL",13366
3939,"Mulhouse, France: EuroAirport","BSL",10762
3940,"Multan, Pakistan: Multan International","MUX",13528
3941,"Mumbai, India: Chhatrapati Shivaji International","BOM",10716
3942,"Muncie/Anderson/Newcastle, IN: Delaware County Regional","MIE",13307
3943,"Munda, Solomon Islands: Munda Airport","MUA",13516
3944,"Munich, Germany: Munich Airport","MUC",13518
3945,"Murcia, Spain: San Javier","MJV",13337
3946,"Murmansk, Russia: Murmansk Airport","MMK",13391
3947,"Murray Bay, Canada: Charlevoix","YML",16120
3948,"Murray, KY: Kyle-Oakley Field","CEY",10949
3949,"Murrieta/Temecula, CA: French Valley","F70",11627
3950,"Muscat, Oman: Muscat International","MCT",13208
3951,"Muscatine, IA: Muscatine Municipal","MUT",13527
3952,"Muscle Shoals, AL: Northwest Alabama Regional","MSL",13484
3953,"Mush Bay, AK: Mush Bay Airport","VZC",15678
3954,"Muskegon, MI: Muskegon County","MKG",13344
3955,"Muskogee, OK: Davis Field","MKO",13350
3956,"Muskoka, Canada: Muskoka Airport","YQA",16162
3957,"Muskrat Dam, Canada: Muskrat Dam Airport","MSA",13479
3958,"Musoma, Tanzania: Musoma Airport","MUZ",13530
3959,"Mustique, Saint Vincent and the Grenadines: Mustique Airport","MQS",13458
3960,"Muttaburra, Australia: Muttaburra Airport","UTB",15499
3961,"Muzaffarabad, Pakistan: Muzaffarabad Airport","MFG",13258
3962,"Mvengue, Gabon: Mvengue Airport","MVB",13531
3963,"Mwanza, Tanzania: Mwanza Airport","MWZ",13551
3964,"Myitkyina, Burma: Myitkyina Airport","MYT",13578
3965,"Myrtle Beach, SC: Grand Strand","CRE",11135
3966,"Myrtle Beach, SC: Myrtle Beach International","MYR",13577
3967,"Myrtle Creek, OR: Myrtle Creek Municipal","VWB",15647
3968,"Mytilene, Greece: Mitilini","MJT",13336
3969,"Mzuzu, Malawi: Mzuzu Airport","ZZU",16360
3970,"N'Gaoundere, Cameroon: N'Gaoundere Airport","NGE",13661
3971,"N'zeto, Angola: N'zeto Airport","ARZ",10367
3972,"N Djole, Gabon: N Djole Airport","KDJ",12646
3973,"Naberevnye Chelny, Russia: Begishevo","NBC",13611
3974,"Nacala, Mozambique: Nacala International","MNC",13405
3975,"Nachingwea, Tanzania: Nachingwea Airport","NCH",13626
3976,"Nacogdoches, TX: A L Mangham Jr. Regional","OCH",13810
3977,"Nadi, Fiji: Nadi International","NAN",13602
3978,"Nador, Morocco: El Aroui International","NDR",13643
3979,"Naga, Philippines: Naga Airport","WNP",15800
3980,"Nagasaki, Japan: Nagasaki Airport","NGS",13666
3981,"Nagoya, Japan: Chubu Centrair International","NGO",13694
3982,"Nagoya, Japan: Nagoya Airport","NKM",13664
3983,"Nagpur, India: Dr. Baba Saheb Ambedkar International","NAG",13600
3984,"Nain, Canada: Nain Airport","YDP",16034
3985,"Nairobi, Kenya: Nairobi Jomo Kenyatta International","NBO",13616
3986,"Nairobi, Kenya: Nairobi/Wilson","WIL",15766
3987,"Nakashibetsu, Japan: Nakashibetsu Airport","SHB",14800
3988,"Nakhon Phanom, Thailand: Nakhon Phanom Airport","KOP",12766
3989,"Nakhon Ratchasima, Thailand: Nakhon Ratchasima Airport","NAK",13601
3990,"Nakhon Si Thammarat, Thailand: Nakhon Si Thammarat Airport","NST",13753
3991,"Naknek-1, AK: Icicle Seafoods","AA2",16662
3992,"Naknek, AK: Naknek Airport","NNK",13714
3993,"Naknek, AK: Tibbetts","WQR",15830
3994,"Nakochna, AK: Nakochna Airport","A7K",16723
3995,"Namatanai, Papua New Guinea: Namatanai Airport","ATN",10399
3996,"Nambaiyufa, Papua New Guinea: Nambaiyufa Airport","NBA",13610
3997,"Namibe, Angola: Yuri Gagarin","MSZ",13496
3998,"Nampula, Mozambique: Nampula Airport","APL",10332
3999,"Namsos, Norway: Namsos Airport","OSY",13960
4000,"Nanaimo, Canada: Harbour","ZNA",16310
4001,"Nanaimo, Canada: Nanaimo Airport","YCD",16016
4002,"Nanchang, China: Changbei International","KHN",12684
4003,"Nanchong, China: Nanchong Airport","NAO",13603
4004,"Nancy, France: Nancy Essey","ENC",11556
4005,"Nanded, India: Nanded Airport","NDC",13639
4006,"Nanisivik, Canada: Nanisivik Airport","YSR",16196
4007,"Nanjing, China: Lukou","NKG",13692
4008,"Nanki Shirahama, Japan: Nanki Shirahama Airport","SHM",14809
4009,"Nankina, Papua New Guinea: Nankina Airport","NKN",13695
4010,"Nanning, China: Wuxu","NNG",13713
4011,"Nanortalik, Greenland: Nanortalik Airport","JNN",12521
4012,"Nantes, France: Nantes Atlantique","NTE",13757
4013,"Nantucket, MA: Nantucket Memorial","ACK",10154
4014,"Nanuque, Brazil: Nanuque Airport","NNU",13716
4015,"Nanwalek, AK: Dog Fish Bay","A74",10087
4016,"Nanwalek, AK: Nanwalek Airport","KEB",12649
4017,"Nanyang, China: Nanyang East","NNY",13717
4018,"Napa, CA: Napa County","APC",10327
4019,"Napakiak, AK: Napakiak Airport","WNA",15798
4020,"Napamute, AK: Napamute Airport","KPM",12778
4021,"Napaskiak, AK: Napaskiak Airport","PKA",14130
4022,"Napier, New Zealand: Napier Airport","NPE",13729
4023,"Naples, FL: Naples Municipal","APF",10329
4024,"Naples, Italy: Capodichino","NAP",13604
4025,"Nappanee, IN: Nappanee Municipal","ZXV",16354
4026,"Napuka Islnd, French Polynesia: Napuka","NAU",13607
4027,"Narrabri, Australia: Narrabri Airport","NAA",13598
4028,"Narrandera, Australia: Narrandera Airport","NRA",13738
4029,"Narsarsuaq, Greenland: Narsarsuaq Airport","UAK",15421
4030,"Narvik, Norway: Narvik Airport","NVK",13776
4031,"Nashua, NH: Boire Field","ASH",10374
4032,"Nashville, TN: John C Tune","TN8",12574
4033,"Nashville, TN: Nashville International","BNA",10693
4034,"Nassau, The Bahamas: Lynden Pindling International","NAS",13605
4035,"Nassau, The Bahamas: Nassau Seaplane Base","WZY",15899
4036,"Nassau/Paradise Island, The Bahamas: Nassau-Paradise Island","PID",14111
4037,"Natal, Brazil: Augusto Severo","NAT",13606
4038,"Natashquan, Canada: Natashquan Airport","YNA",16129
4039,"Natchez, MS: Hardy-Anders Field Natchez-Adams County","HEZ",12106
4040,"Naukiti, AK: Naukiti Airport","NKI",13693
4041,"Nauru, Nauru: Nauru Island","INU",12349
4042,"Navegantes, Brazil: Ministro Victor Konder International","NVT",13777
4043,"Navoi, Uzbekistan: Navoi Airport","NVI",16464
4044,"Nawab Shah, Pakistan: Nawabshah","WNS",15802
4045,"Naypyitaw, Burma: Naypyitaw International","NYT",16648
4046,"Ndele, Central African Republic: Ndele Airport","NDL",13642
4047,"Ndjamena, Chad: Hassan Djamous","NDJ",13641
4048,"Ndola, Zambia: Ndola Airport","NLA",13701
4049,"Nebraska, NE: Nebraska City Municipal","AFK",10190
4050,"Necocli, Colombia: Necocli Airport","NCI",13627
4051,"Needles, CA: Needles Airport","EED",11491
4052,"Negril, Jamaica: Negril Airport","NEG",13648
4053,"Neiva, Colombia: Benito Salas","NVA",13774
4054,"Nejran, Saudi Arabia: Nejran Airport","EAM",11466
4055,"Nekempte, Ethiopia: Nekempte Airport","LKM",13005
4056,"Nekempte, Ethiopia: Nekempte Airport","NEK",13005
4057,"Nelson Lagoon, AK: Nelson Lagoon Airport","NLG",13704
4058,"Nelson, New Zealand: Nelson Airport","NSN",13751
4059,"Nelspruit, South Africa: Kruger Mpumalanga International","MQP",13456
4060,"Nelspruit, South Africa: Nelspruit Airport","NLP",13707
4061,"Nema, Mauritania: Nema Airport","EMN",11552
4062,"Nenana, AK: Nenana Municipal","ENN",11559
4063,"Nepalganj, Nepal: Nepalgunj","KEP",12658
4064,"Neryungri, Russia: Neryungri Airport","NER",13651
4065,"Neuquen, Argentina: Presidente Peron","NQN",13734
4066,"Nevada, MO: Nevada Municipal","NVD",13775
4067,"Nevatim, Israel: Nevatim AB","IL1",12318
4068,"Nevis, Saint Kitts and Nevis: Vance Winkworth Amory","NEV",13654
4069,"Nevsehir, Turkey: Nevsehir Airport","NAV",16413
4070,"New Bedford/Fall River, MA: New Bedford Regional","EWB",11615
4071,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional","EWN",11617
4072,"New Bight, The Bahamas: New Bight Airport","CAT",13652
